article_title,revision_id,article_quality,state,population,regional_division
"West Wendover, Nevada",1165907252,C,Nevada,3177772,West
"Winnemucca, Nevada",1177041331,C,Nevada,3177772,West
"Yerington, Nevada",1165908621,GA,Nevada,3177772,West
"Acworth, New Hampshire",1166474821,C,New Hampshire,1395231,Northeast
"Albany, New Hampshire",1165909571,C,New Hampshire,1395231,Northeast
"Alexandria, New Hampshire",1165909673,GA,New Hampshire,1395231,Northeast
"Allenstown, New Hampshire",1165909713,GA,New Hampshire,1395231,Northeast
"Alstead, New Hampshire",1174699466,C,New Hampshire,1395231,Northeast
"Alton, New Hampshire",1178221877,GA,New Hampshire,1395231,Northeast
"Amherst, New Hampshire",1175746805,GA,New Hampshire,1395231,Northeast
"Andover, New Hampshire",1174699512,B,New Hampshire,1395231,Northeast
"Antrim, New Hampshire",1174334603,C,New Hampshire,1395231,Northeast
"Ashland, New Hampshire",1166014640,C,New Hampshire,1395231,Northeast
"Atkinson, New Hampshire",1166433392,GA,New Hampshire,1395231,Northeast
"Auburn, New Hampshire",1175147680,C,New Hampshire,1395231,Northeast
"Barnstead, New Hampshire",1178223375,C,New Hampshire,1395231,Northeast
"Barrington, New Hampshire",1166015059,C,New Hampshire,1395231,Northeast
"Bartlett, New Hampshire",1166015085,C,New Hampshire,1395231,Northeast
"Bath, New Hampshire",1174699693,GA,New Hampshire,1395231,Northeast
"Bedford, New Hampshire",1178429960,C,New Hampshire,1395231,Northeast
"Belmont, New Hampshire",1178230500,C,New Hampshire,1395231,Northeast
"Bennington, New Hampshire",1166122377,GA,New Hampshire,1395231,Northeast
"Benton, New Hampshire",1174699803,GA,New Hampshire,1395231,Northeast
"Berlin, New Hampshire",1168867260,B,New Hampshire,1395231,Northeast
"Bethlehem, New Hampshire",1166015599,C,New Hampshire,1395231,Northeast
"Boscawen, New Hampshire",1166137343,GA,New Hampshire,1395231,Northeast
"Bow, New Hampshire",1166137531,C,New Hampshire,1395231,Northeast
"Bradford, New Hampshire",1166016127,GA,New Hampshire,1395231,Northeast
"Brentwood, New Hampshire",1176476935,GA,New Hampshire,1395231,Northeast
"Bridgewater, New Hampshire",1166016272,GA,New Hampshire,1395231,Northeast
"Bristol, New Hampshire",1177046483,C,New Hampshire,1395231,Northeast
"Brookfield, New Hampshire",1174700823,C,New Hampshire,1395231,Northeast
"Brookline, New Hampshire",1166122536,C,New Hampshire,1395231,Northeast
"Campton, New Hampshire",1166017132,C,New Hampshire,1395231,Northeast
"Canaan, New Hampshire",1166017145,GA,New Hampshire,1395231,Northeast
"Candia, New Hampshire",1166017155,C,New Hampshire,1395231,Northeast
"Canterbury, New Hampshire",1174700985,C,New Hampshire,1395231,Northeast
"Carroll, New Hampshire",1174701018,GA,New Hampshire,1395231,Northeast
"Center Harbor, New Hampshire",1170664208,C,New Hampshire,1395231,Northeast
"Charlestown, New Hampshire",1177096420,GA,New Hampshire,1395231,Northeast
"Chatham, New Hampshire",1174701157,C,New Hampshire,1395231,Northeast
"Chester, New Hampshire",1166017798,GA,New Hampshire,1395231,Northeast
"Chesterfield, New Hampshire",1166017822,C,New Hampshire,1395231,Northeast
"Chichester, New Hampshire",1169495091,C,New Hampshire,1395231,Northeast
"Claremont, New Hampshire",1178506356,GA,New Hampshire,1395231,Northeast
"Clarksville, New Hampshire",1166018047,C,New Hampshire,1395231,Northeast
"Colebrook, New Hampshire",1166018407,B,New Hampshire,1395231,Northeast
"Columbia, New Hampshire",1166018488,C,New Hampshire,1395231,Northeast
"Concord, New Hampshire",1177219750,GA,New Hampshire,1395231,Northeast
"Conway, New Hampshire",1166018724,C,New Hampshire,1395231,Northeast
"Cornish, New Hampshire",1174702300,C,New Hampshire,1395231,Northeast
"Croydon, New Hampshire",1174702410,C,New Hampshire,1395231,Northeast
"Dalton, New Hampshire",1166066335,C,New Hampshire,1395231,Northeast
"Danbury, New Hampshire",1166066342,C,New Hampshire,1395231,Northeast
"Danville, New Hampshire",1166434205,C,New Hampshire,1395231,Northeast
"Deerfield, New Hampshire",1171491681,C,New Hampshire,1395231,Northeast
"Deering, New Hampshire",1166122693,C,New Hampshire,1395231,Northeast
"Derry, New Hampshire",1178626153,C,New Hampshire,1395231,Northeast
"Dorchester, New Hampshire",1166067005,GA,New Hampshire,1395231,Northeast
"Dover, New Hampshire",1178450422,GA,New Hampshire,1395231,Northeast
"Dublin, New Hampshire",1174702604,GA,New Hampshire,1395231,Northeast
"Dummer, New Hampshire",1174702616,GA,New Hampshire,1395231,Northeast
"Dunbarton, New Hampshire",1166067113,C,New Hampshire,1395231,Northeast
"Durham, New Hampshire",1177292009,C,New Hampshire,1395231,Northeast
"East Kingston, New Hampshire",1166434635,C,New Hampshire,1395231,Northeast
"Easton, New Hampshire",1166067390,C,New Hampshire,1395231,Northeast
"Eaton, New Hampshire",1174702728,C,New Hampshire,1395231,Northeast
"Effingham, New Hampshire",1174702747,GA,New Hampshire,1395231,Northeast
"Ellsworth, New Hampshire",1166067642,C,New Hampshire,1395231,Northeast
"Enfield, New Hampshire",1178889931,C,New Hampshire,1395231,Northeast
"Epping, New Hampshire",1166434780,GA,New Hampshire,1395231,Northeast
"Epsom, New Hampshire",1166160513,C,New Hampshire,1395231,Northeast
"Errol, New Hampshire",1166067804,C,New Hampshire,1395231,Northeast
"Exeter, New Hampshire",1178563753,C,New Hampshire,1395231,Northeast
"Farmington, New Hampshire",1166459965,C,New Hampshire,1395231,Northeast
"Fitzwilliam, New Hampshire",1166068285,C,New Hampshire,1395231,Northeast
"Francestown, New Hampshire",1174703054,C,New Hampshire,1395231,Northeast
"Franconia, New Hampshire",1174703062,GA,New Hampshire,1395231,Northeast
"Franklin, New Hampshire",1177218798,C,New Hampshire,1395231,Northeast
"Freedom, New Hampshire",1166984667,C,New Hampshire,1395231,Northeast
"Fremont, New Hampshire",1166068750,C,New Hampshire,1395231,Northeast
"Gilford, New Hampshire",1178232249,C,New Hampshire,1395231,Northeast
"Gilmanton, New Hampshire",1178237431,GA,New Hampshire,1395231,Northeast
"Gilsum, New Hampshire",1174704297,C,New Hampshire,1395231,Northeast
"Goffstown, New Hampshire",1172818404,C,New Hampshire,1395231,Northeast
"Gorham, New Hampshire",1166069598,C,New Hampshire,1395231,Northeast
"Goshen, New Hampshire",1174705014,C,New Hampshire,1395231,Northeast
"Grafton, New Hampshire",1174705171,GA,New Hampshire,1395231,Northeast
"Grantham, New Hampshire",1166464314,C,New Hampshire,1395231,Northeast
"Greenfield, New Hampshire",1174706055,C,New Hampshire,1395231,Northeast
"Greenland, New Hampshire",1174241648,C,New Hampshire,1395231,Northeast
"Greenville, New Hampshire",1179435345,C,New Hampshire,1395231,Northeast
"Groton, New Hampshire",1174706268,GA,New Hampshire,1395231,Northeast
"Hampstead, New Hampshire",1167233243,C,New Hampshire,1395231,Northeast
"Hampton, New Hampshire",1166435446,C,New Hampshire,1395231,Northeast
"Hampton Falls, New Hampshire",1166435551,GA,New Hampshire,1395231,Northeast
"Hancock, New Hampshire",1166180410,C,New Hampshire,1395231,Northeast
"Hanover, New Hampshire",1165969228,GA,New Hampshire,1395231,Northeast
"Harrisville, New Hampshire",1166180593,C,New Hampshire,1395231,Northeast
"Hart's Location, New Hampshire",1174707265,C,New Hampshire,1395231,Northeast
"Haverhill, New Hampshire",1173863653,GA,New Hampshire,1395231,Northeast
"Hebron, New Hampshire",1166180823,C,New Hampshire,1395231,Northeast
"Henniker, New Hampshire",1177663897,C,New Hampshire,1395231,Northeast
"Hill, New Hampshire",1166181028,C,New Hampshire,1395231,Northeast
"Hillsborough, New Hampshire",1156048741,C,New Hampshire,1395231,Northeast
"Hinsdale, New Hampshire",1166181118,C,New Hampshire,1395231,Northeast
"Holderness, New Hampshire",1166181199,C,New Hampshire,1395231,Northeast
"Hollis, New Hampshire",1177328363,GA,New Hampshire,1395231,Northeast
"Hooksett, New Hampshire",1166181348,C,New Hampshire,1395231,Northeast
"Hopkinton, New Hampshire",1174901347,C,New Hampshire,1395231,Northeast
"Hudson, New Hampshire",1178779816,C,New Hampshire,1395231,Northeast
"Jackson, New Hampshire",1174710471,GA,New Hampshire,1395231,Northeast
"Jaffrey, New Hampshire",1176505647,C,New Hampshire,1395231,Northeast
"Jefferson, New Hampshire",1174710733,GA,New Hampshire,1395231,Northeast
"Keene, New Hampshire",1176895168,GA,New Hampshire,1395231,Northeast
"Kensington, New Hampshire",1171408109,C,New Hampshire,1395231,Northeast
"Kingston, New Hampshire",1168701039,C,New Hampshire,1395231,Northeast
"Laconia, New Hampshire",1178240620,C,New Hampshire,1395231,Northeast
"Lancaster, New Hampshire",1171342722,GA,New Hampshire,1395231,Northeast
"Landaff, New Hampshire",1174712661,C,New Hampshire,1395231,Northeast
"Langdon, New Hampshire",1174712687,C,New Hampshire,1395231,Northeast
"Lebanon, New Hampshire",1165889774,C,New Hampshire,1395231,Northeast
"Lee, New Hampshire",1175085954,C,New Hampshire,1395231,Northeast
"Lempster, New Hampshire",1174713343,C,New Hampshire,1395231,Northeast
"Lincoln, New Hampshire",1140130068,C,New Hampshire,1395231,Northeast
"Lisbon, New Hampshire",1166206078,GA,New Hampshire,1395231,Northeast
"Litchfield, New Hampshire",1177396182,GA,New Hampshire,1395231,Northeast
"Littleton, New Hampshire",1166206168,C,New Hampshire,1395231,Northeast
"Londonderry, New Hampshire",1178624808,C,New Hampshire,1395231,Northeast
"Loudon, New Hampshire",1166206318,C,New Hampshire,1395231,Northeast
"Lyman, New Hampshire",1174715206,C,New Hampshire,1395231,Northeast
"Lyme, New Hampshire",1174715214,GA,New Hampshire,1395231,Northeast
"Lyndeborough, New Hampshire",1174715228,C,New Hampshire,1395231,Northeast
"Madbury, New Hampshire",1173857927,C,New Hampshire,1395231,Northeast
"Madison, New Hampshire",1166206630,C,New Hampshire,1395231,Northeast
"Manchester, New Hampshire",1178434415,GA,New Hampshire,1395231,Northeast
"Marlborough, New Hampshire",1166207024,C,New Hampshire,1395231,Northeast
"Marlow, New Hampshire",1174716304,C,New Hampshire,1395231,Northeast
"Mason, New Hampshire",1174716737,C,New Hampshire,1395231,Northeast
"Meredith, New Hampshire",1178605498,GA,New Hampshire,1395231,Northeast
"Merrimack, New Hampshire",1178441445,GA,New Hampshire,1395231,Northeast
"Middleton, New Hampshire",1166460726,C,New Hampshire,1395231,Northeast
"Milan, New Hampshire",1174718292,C,New Hampshire,1395231,Northeast
"Milford, New Hampshire",1166207809,C,New Hampshire,1395231,Northeast
"Milton, New Hampshire",1166460952,C,New Hampshire,1395231,Northeast
"Monroe, New Hampshire",1174718780,GA,New Hampshire,1395231,Northeast
"Mont Vernon, New Hampshire",1166208220,C,New Hampshire,1395231,Northeast
"Moultonborough, New Hampshire",1166208651,C,New Hampshire,1395231,Northeast
"Nashua, New Hampshire",1177477494,GA,New Hampshire,1395231,Northeast
"Nelson, New Hampshire",1168864892,GA,New Hampshire,1395231,Northeast
"New Boston, New Hampshire",1166209015,C,New Hampshire,1395231,Northeast
"New Castle, New Hampshire",1177539253,C,New Hampshire,1395231,Northeast
"New Durham, New Hampshire",1166461153,C,New Hampshire,1395231,Northeast
"New Hampton, New Hampshire",1178289254,C,New Hampshire,1395231,Northeast
"New Ipswich, New Hampshire",1166209197,C,New Hampshire,1395231,Northeast
"New London, New Hampshire",1168760115,GA,New Hampshire,1395231,Northeast
"Newbury, New Hampshire",1166209462,C,New Hampshire,1395231,Northeast
"Newfields, New Hampshire",1166740462,C,New Hampshire,1395231,Northeast
"Newington, New Hampshire",1166209507,C,New Hampshire,1395231,Northeast
"Newmarket, New Hampshire",1166436743,C,New Hampshire,1395231,Northeast
"Newport, New Hampshire",1166464804,C,New Hampshire,1395231,Northeast
"Newton, New Hampshire",1166437098,C,New Hampshire,1395231,Northeast
"North Hampton, New Hampshire",1166437264,C,New Hampshire,1395231,Northeast
"Northfield, New Hampshire",1166209826,C,New Hampshire,1395231,Northeast
"Northumberland, New Hampshire",1166209847,C,New Hampshire,1395231,Northeast
"Northwood, New Hampshire",1166209854,C,New Hampshire,1395231,Northeast
"Nottingham, New Hampshire",1166437820,C,New Hampshire,1395231,Northeast
"Orange, New Hampshire",1166210522,C,New Hampshire,1395231,Northeast
"Orford, New Hampshire",1171660097,GA,New Hampshire,1395231,Northeast
"Ossipee, New Hampshire",1166210740,C,New Hampshire,1395231,Northeast
"Pelham, New Hampshire",1168868585,C,New Hampshire,1395231,Northeast
"Pembroke, New Hampshire",1178441119,C,New Hampshire,1395231,Northeast
"Peterborough, New Hampshire",1165767528,C,New Hampshire,1395231,Northeast
"Piermont, New Hampshire",1166211302,C,New Hampshire,1395231,Northeast
"Pittsburg, New Hampshire",1179544580,GA,New Hampshire,1395231,Northeast
"Pittsfield, New Hampshire",1168126360,C,New Hampshire,1395231,Northeast
"Plainfield, New Hampshire",1166229036,C,New Hampshire,1395231,Northeast
"Plaistow, New Hampshire",1173176977,C,New Hampshire,1395231,Northeast
"Plymouth, New Hampshire",1166229119,C,New Hampshire,1395231,Northeast
"Portsmouth, New Hampshire",1178221804,GA,New Hampshire,1395231,Northeast
"Randolph, New Hampshire",1166229581,C,New Hampshire,1395231,Northeast
"Raymond, New Hampshire",1171944465,GA,New Hampshire,1395231,Northeast
"Richmond, New Hampshire",1166229847,C,New Hampshire,1395231,Northeast
"Rindge, New Hampshire",1166229945,C,New Hampshire,1395231,Northeast
"Rochester, New Hampshire",1178481700,FA,New Hampshire,1395231,Northeast
"Rollinsford, New Hampshire",1166461309,C,New Hampshire,1395231,Northeast
"Roxbury, New Hampshire",1166230347,C,New Hampshire,1395231,Northeast
"Rumney, New Hampshire",1166230450,C,New Hampshire,1395231,Northeast
"Rye, New Hampshire",1166438476,C,New Hampshire,1395231,Northeast
"Salem, New Hampshire",1166439490,C,New Hampshire,1395231,Northeast
"Salisbury, New Hampshire",1166230600,C,New Hampshire,1395231,Northeast
"Sanbornton, New Hampshire",1178291080,C,New Hampshire,1395231,Northeast
"Sandown, New Hampshire",1166439686,C,New Hampshire,1395231,Northeast
"Sandwich, New Hampshire",1166230677,C,New Hampshire,1395231,Northeast
"Seabrook, New Hampshire",1166439976,C,New Hampshire,1395231,Northeast
"Sharon, New Hampshire",1166231095,C,New Hampshire,1395231,Northeast
"Shelburne, New Hampshire",1176445131,B,New Hampshire,1395231,Northeast
"Somersworth, New Hampshire",1176906826,GA,New Hampshire,1395231,Northeast
"South Hampton, New Hampshire",1166329722,C,New Hampshire,1395231,Northeast
"Springfield, New Hampshire",1166465071,C,New Hampshire,1395231,Northeast
"Stark, New Hampshire",1179119984,C,New Hampshire,1395231,Northeast
"Stewartstown, New Hampshire",1166330474,C,New Hampshire,1395231,Northeast
"Stoddard, New Hampshire",1165806622,GA,New Hampshire,1395231,Northeast
"Strafford, New Hampshire",1166330624,C,New Hampshire,1395231,Northeast
"Stratford, New Hampshire",1166330645,C,New Hampshire,1395231,Northeast
"Stratham, New Hampshire",1166330654,GA,New Hampshire,1395231,Northeast
"Sugar Hill, New Hampshire",1166330751,GA,New Hampshire,1395231,Northeast
"Sullivan, New Hampshire",1166330767,C,New Hampshire,1395231,Northeast
"Sunapee, New Hampshire",1166465320,C,New Hampshire,1395231,Northeast
"Surry, New Hampshire",1166330928,C,New Hampshire,1395231,Northeast
"Sutton, New Hampshire",1178273690,GA,New Hampshire,1395231,Northeast
"Swanzey, New Hampshire",1166330975,C,New Hampshire,1395231,Northeast
"Tamworth, New Hampshire",1176439712,C,New Hampshire,1395231,Northeast
"Temple, New Hampshire",1166331182,GA,New Hampshire,1395231,Northeast
"Thornton, New Hampshire",1166331298,C,New Hampshire,1395231,Northeast
"Tilton, New Hampshire",1178314514,C,New Hampshire,1395231,Northeast
"Troy, New Hampshire",1166331662,GA,New Hampshire,1395231,Northeast
"Tuftonboro, New Hampshire",1166331714,C,New Hampshire,1395231,Northeast
"Unity, New Hampshire",1166465452,C,New Hampshire,1395231,Northeast
"Wakefield, New Hampshire",1166332347,C,New Hampshire,1395231,Northeast
"Walpole, New Hampshire",1177680881,C,New Hampshire,1395231,Northeast
"Warner, New Hampshire",1172054170,GA,New Hampshire,1395231,Northeast
"Warren, New Hampshire",1166332603,GA,New Hampshire,1395231,Northeast
"Washington, New Hampshire",1166465641,C,New Hampshire,1395231,Northeast
"Waterville Valley, New Hampshire",1166332796,GA,New Hampshire,1395231,Northeast
"Weare, New Hampshire",1166134002,C,New Hampshire,1395231,Northeast
"Webster, New Hampshire",1166332949,C,New Hampshire,1395231,Northeast
"Wentworth, New Hampshire",1166333037,GA,New Hampshire,1395231,Northeast
"Westmoreland, New Hampshire",1166333307,C,New Hampshire,1395231,Northeast
"Whitefield, New Hampshire",1166333512,C,New Hampshire,1395231,Northeast
"Wilmot, New Hampshire",1166333809,C,New Hampshire,1395231,Northeast
"Wilton, New Hampshire",1177104370,C,New Hampshire,1395231,Northeast
"Winchester, New Hampshire",1166333878,C,New Hampshire,1395231,Northeast
"Windham, New Hampshire",1166440441,C,New Hampshire,1395231,Northeast
"Windsor, New Hampshire",1166333997,C,New Hampshire,1395231,Northeast
"Wolfeboro, New Hampshire",1166334210,C,New Hampshire,1395231,Northeast
"Woodstock, New Hampshire",1166334370,GA,New Hampshire,1395231,Northeast
"Newark, New Jersey",1179139813,FA,New Jersey,9261699,Northeast
"Jersey City, New Jersey",1178550088,FA,New Jersey,9261699,Northeast
"Paterson, New Jersey",1178958510,B,New Jersey,9261699,Northeast
"Elizabeth, New Jersey",1179141226,FA,New Jersey,9261699,Northeast
"Lakewood Township, New Jersey",1179394166,B,New Jersey,9261699,Northeast
"Edison, New Jersey",1178944835,B,New Jersey,9261699,Northeast
"Woodbridge Township, New Jersey",1178946218,B,New Jersey,9261699,Northeast
"Toms River, New Jersey",1179255701,B,New Jersey,9261699,Northeast
"Hamilton Township, Mercer County, New Jersey",1176452074,B,New Jersey,9261699,Northeast
"Trenton, New Jersey",1179262088,B,New Jersey,9261699,Northeast
"Clifton, New Jersey",1178958162,B,New Jersey,9261699,Northeast
"Cherry Hill, New Jersey",1178631822,GA,New Jersey,9261699,Northeast
"Brick Township, New Jersey",1178954646,B,New Jersey,9261699,Northeast
"Camden, New Jersey",1179418728,B,New Jersey,9261699,Northeast
"Bayonne, New Jersey",1178789825,B,New Jersey,9261699,Northeast
"Passaic, New Jersey",1178958415,FA,New Jersey,9261699,Northeast
"East Orange, New Jersey",1178279142,B,New Jersey,9261699,Northeast
"Union City, New Jersey",1178141555,GA,New Jersey,9261699,Northeast
"Franklin Township, Somerset County, New Jersey",1178961306,B,New Jersey,9261699,Northeast
"Middletown Township, New Jersey",1178948522,GA,New Jersey,9261699,Northeast
"Old Bridge Township, New Jersey",1178945432,FA,New Jersey,9261699,Northeast
"Gloucester Township, New Jersey",1178279284,GA,New Jersey,9261699,Northeast
"North Bergen, New Jersey",1177987743,B,New Jersey,9261699,Northeast
"Irvington, New Jersey",1166211172,FA,New Jersey,9261699,Northeast
"Piscataway, New Jersey",1178945515,FA,New Jersey,9261699,Northeast
"Vineland, New Jersey",1178274782,FA,New Jersey,9261699,Northeast
"Hoboken, New Jersey",1179502507,B,New Jersey,9261699,Northeast
"Union Township, Union County, New Jersey",1178971192,GA,New Jersey,9261699,Northeast
"Jackson Township, New Jersey",1178954962,FA,New Jersey,9261699,Northeast
"Parsippany–Troy Hills, New Jersey",1178953724,GA,New Jersey,9261699,Northeast
"Perth Amboy, New Jersey",1178945490,B,New Jersey,9261699,Northeast
"New Brunswick, New Jersey",1179385683,B,New Jersey,9261699,Northeast
"Wayne, New Jersey",1179284694,FA,New Jersey,9261699,Northeast
"Plainfield, New Jersey",1179489442,B,New Jersey,9261699,Northeast
"Howell Township, New Jersey",1178947899,B,New Jersey,9261699,Northeast
"Bloomfield, New Jersey",1176045560,GA,New Jersey,9261699,Northeast
"West New York, New Jersey",1177987896,FA,New Jersey,9261699,Northeast
"East Brunswick, New Jersey",1178944686,B,New Jersey,9261699,Northeast
"West Orange, New Jersey",1174392854,B,New Jersey,9261699,Northeast
"Washington Township, Gloucester County, New Jersey",1170368132,B,New Jersey,9261699,Northeast
"Monroe Township, Middlesex County, New Jersey",1178945069,FA,New Jersey,9261699,Northeast
"Egg Harbor Township, New Jersey",1178925823,FA,New Jersey,9261699,Northeast
"South Brunswick, New Jersey",1178946079,B,New Jersey,9261699,Northeast
"Evesham Township, New Jersey",1178942837,B,New Jersey,9261699,Northeast
"Hackensack, New Jersey",1176106510,B,New Jersey,9261699,Northeast
"Bridgewater Township, New Jersey",1178961259,FA,New Jersey,9261699,Northeast
"Sayreville, New Jersey",1178946023,FA,New Jersey,9261699,Northeast
"Manchester Township, New Jersey",1178955287,FA,New Jersey,9261699,Northeast
"Mount Laurel, New Jersey",1178943235,B,New Jersey,9261699,Northeast
"North Brunswick, New Jersey",1178945158,FA,New Jersey,9261699,Northeast
"Berkeley Township, New Jersey",1178954624,GA,New Jersey,9261699,Northeast
"Linden, New Jersey",1178970515,FA,New Jersey,9261699,Northeast
"Hillsborough Township, New Jersey",1178961367,B,New Jersey,9261699,Northeast
"Kearny, New Jersey",1176046522,FA,New Jersey,9261699,Northeast
"Marlboro Township, New Jersey",1178948386,B,New Jersey,9261699,Northeast
"Teaneck, New Jersey",1171333954,FA,New Jersey,9261699,Northeast
"Montclair, New Jersey",1179425559,B,New Jersey,9261699,Northeast
"Manalapan Township, New Jersey",1178948273,B,New Jersey,9261699,Northeast
"Fort Lee, New Jersey",1179006556,FA,New Jersey,9261699,Northeast
"Winslow Township, New Jersey",1178279282,B,New Jersey,9261699,Northeast
"Atlantic City, New Jersey",1179547727,B,New Jersey,9261699,Northeast
"Belleville, New Jersey",1178413277,FA,New Jersey,9261699,Northeast
"Galloway Township, New Jersey",1178925936,FA,New Jersey,9261699,Northeast
"Ewing Township, New Jersey",1178182503,FA,New Jersey,9261699,Northeast
"Monroe Township, Gloucester County, New Jersey",1175539130,GA,New Jersey,9261699,Northeast
"Pennsauken Township, New Jersey",1178279278,FA,New Jersey,9261699,Northeast
"Freehold Township, New Jersey",1179543952,B,New Jersey,9261699,Northeast
"Fair Lawn, New Jersey",1176335230,B,New Jersey,9261699,Northeast
"Orange, New Jersey",1176045657,FA,New Jersey,9261699,Northeast
"Lawrence Township, Mercer County, New Jersey",1179046026,B,New Jersey,9261699,Northeast
"Garfield, New Jersey",1176040833,FA,New Jersey,9261699,Northeast
"Deptford Township, New Jersey",1173505787,FA,New Jersey,9261699,Northeast
"Willingboro Township, New Jersey",1178944093,FA,New Jersey,9261699,Northeast
"Long Branch, New Jersey",1178948217,B,New Jersey,9261699,Northeast
"Livingston, New Jersey",1176412206,FA,New Jersey,9261699,Northeast
"Voorhees Township, New Jersey",1178666755,FA,New Jersey,9261699,Northeast
"Westfield, New Jersey",1178971259,FA,New Jersey,9261699,Northeast
"Princeton, New Jersey",1177551845,B,New Jersey,9261699,Northeast
"Nutley, New Jersey",1176045638,B,New Jersey,9261699,Northeast
"East Windsor Township, New Jersey",1053660127,Stub,New Jersey,9261699,Northeast
"Rahway, New Jersey",1178970822,GA,New Jersey,9261699,Northeast
"West Windsor, New Jersey",1179046246,B,New Jersey,9261699,Northeast
"Englewood, New Jersey",1177900421,GA,New Jersey,9261699,Northeast
"Mount Olive Township, New Jersey",1178953611,GA,New Jersey,9261699,Northeast
"Lacey Township, New Jersey",1178955005,B,New Jersey,9261699,Northeast
"Stafford Township, New Jersey",1178956511,FA,New Jersey,9261699,Northeast
"Bergenfield, New Jersey",1178797367,GA,New Jersey,9261699,Northeast
"Neptune Township, New Jersey",1178948705,FA,New Jersey,9261699,Northeast
"Bernards Township, New Jersey",1178961150,FA,New Jersey,9261699,Northeast
"Ocean Township, Monmouth County, New Jersey",1179118930,B,New Jersey,9261699,Northeast
"Millville, New Jersey",1178765780,FA,New Jersey,9261699,Northeast
"Hamilton Township, Atlantic County, New Jersey",1178925974,FA,New Jersey,9261699,Northeast
"Bridgeton, New Jersey",1177269330,B,New Jersey,9261699,Northeast
"Pemberton Township, New Jersey",1178943792,FA,New Jersey,9261699,Northeast
"Paramus, New Jersey",1177926888,FA,New Jersey,9261699,Northeast
"Wall Township, New Jersey",1178950191,B,New Jersey,9261699,Northeast
"Randolph, New Jersey",1178953799,GA,New Jersey,9261699,Northeast
"Lodi, New Jersey",1176331863,B,New Jersey,9261699,Northeast
"Ridgewood, New Jersey",1175446291,B,New Jersey,9261699,Northeast
"Cliffside Park, New Jersey",1178115529,B,New Jersey,9261699,Northeast
"Maplewood, New Jersey",1177617056,B,New Jersey,9261699,Northeast
"Mahwah, New Jersey",1178961347,B,New Jersey,9261699,Northeast
"Rockaway Township, New Jersey",1178953881,FA,New Jersey,9261699,Northeast
"Carteret, New Jersey",1178944597,FA,New Jersey,9261699,Northeast
"Scotch Plains, New Jersey",1179188164,GA,New Jersey,9261699,Northeast
"West Milford, New Jersey",1179270706,FA,New Jersey,9261699,Northeast
"Medford, New Jersey",1178943082,B,New Jersey,9261699,Northeast
"South Plainfield, New Jersey",1178946113,B,New Jersey,9261699,Northeast
"Barnegat Township, New Jersey",1178954410,B,New Jersey,9261699,Northeast
"Plainsboro Township, New Jersey",1178945554,FA,New Jersey,9261699,Northeast
"Burlington Township, New Jersey",1178942549,FA,New Jersey,9261699,Northeast
"Cranford, New Jersey",1178970059,FA,New Jersey,9261699,Northeast
"Montgomery Township, New Jersey",1178961458,GA,New Jersey,9261699,Northeast
"Raritan Township, New Jersey",1172500538,B,New Jersey,9261699,Northeast
"Glassboro, New Jersey",1176045913,B,New Jersey,9261699,Northeast
"Morris Township, New Jersey",1178953423,FA,New Jersey,9261699,Northeast
"Roxbury, New Jersey",1178953903,GA,New Jersey,9261699,Northeast
"North Plainfield, New Jersey",1178961482,GA,New Jersey,9261699,Northeast
"Summit, New Jersey",1178971124,GA,New Jersey,9261699,Northeast
"Roselle, New Jersey",1178970881,B,New Jersey,9261699,Northeast
"Lyndhurst, New Jersey",1178787466,B,New Jersey,9261699,Northeast
"Hillside, New Jersey",1178970427,B,New Jersey,9261699,Northeast
"Montville, New Jersey",1178951351,FA,New Jersey,9261699,Northeast
"Vernon Township, New Jersey",1178964892,B,New Jersey,9261699,Northeast
"West Deptford Township, New Jersey",1174984599,B,New Jersey,9261699,Northeast
"Secaucus, New Jersey",1178369312,B,New Jersey,9261699,Northeast
"Lower Township, New Jersey",1173236445,FA,New Jersey,9261699,Northeast
"Millburn, New Jersey",1177209477,FA,New Jersey,9261699,Northeast
"Lindenwold, New Jersey",1176043891,GA,New Jersey,9261699,Northeast
"Elmwood Park, New Jersey",1176040805,GA,New Jersey,9261699,Northeast
"Moorestown, New Jersey",1178943149,B,New Jersey,9261699,Northeast
"Little Egg Harbor Township, New Jersey",1178955210,FA,New Jersey,9261699,Northeast
"Pleasantville, New Jersey",1178926374,FA,New Jersey,9261699,Northeast
"Jefferson Township, New Jersey",1178951086,B,New Jersey,9261699,Northeast
"Middle Township, New Jersey",1173236424,GA,New Jersey,9261699,Northeast
"Palisades Park, New Jersey",1179006171,B,New Jersey,9261699,Northeast
"Morristown, New Jersey",1178953482,B,New Jersey,9261699,Northeast
"Hazlet, New Jersey",1178947780,GA,New Jersey,9261699,Northeast
"Maple Shade Township, New Jersey",1178943055,GA,New Jersey,9261699,Northeast
"Hawthorne, New Jersey",1178958232,GA,New Jersey,9261699,Northeast
"Sparta, New Jersey",1178964498,B,New Jersey,9261699,Northeast
"Harrison, New Jersey",1177987546,B,New Jersey,9261699,Northeast
"Aberdeen Township, New Jersey",1178946916,B,New Jersey,9261699,Northeast
"Tinton Falls, New Jersey",1179119036,B,New Jersey,9261699,Northeast
"Point Pleasant, New Jersey",1178955661,FA,New Jersey,9261699,Northeast
