index,title,lastrevid,score_pred,state
11295,"Meridian, Mississippi",1178791724,GA,Mississippi
11296,"Merigold, Mississippi",1176731143,GA,Mississippi
11297,"Metcalfe, Mississippi",1168286765,Start,Mississippi
11298,"Mize, Mississippi",1166208106,Start,Mississippi
11299,"Monticello, Mississippi",1150127407,C,Mississippi
11300,"Montrose, Mississippi",1166208373,C,Mississippi
11301,"Moorhead, Mississippi",1165894193,C,Mississippi
11302,"Morgan City, Mississippi",1168111182,C,Mississippi
11303,"Morton, Mississippi",1165894398,C,Mississippi
11304,"Moss Point, Mississippi",1170005970,C,Mississippi
11305,"Mound Bayou, Mississippi",1176247638,C,Mississippi
11306,"Mount Olive, Mississippi",1166208741,C,Mississippi
11307,"Myrtle, Mississippi",1166208876,C,Mississippi
11308,"Natchez, Mississippi",1176273871,B,Mississippi
11309,"Nettleton, Mississippi",1171850661,Start,Mississippi
11310,"New Albany, Mississippi",1178264379,C,Mississippi
11311,"New Augusta, Mississippi",1166209013,Start,Mississippi
11312,"New Hebron, Mississippi",1166209176,Start,Mississippi
11313,"New Houlka, Mississippi",1149068502,GA,Mississippi
11314,"Newton, Mississippi",1167174150,C,Mississippi
11315,"North Carrollton, Mississippi",1166209700,C,Mississippi
11316,"Noxapater, Mississippi",1166209899,C,Mississippi
11317,"Oakland, Mississippi",1166210021,C,Mississippi
11318,"Ocean Springs, Mississippi",1166676213,C,Mississippi
11319,"Okolona, Mississippi",1165896467,C,Mississippi
11320,"Olive Branch, Mississippi",1177971696,GA,Mississippi
11321,"Osyka, Mississippi",1166210751,Start,Mississippi
11322,"Oxford, Mississippi",1176927525,C,Mississippi
11323,"Pace, Mississippi",1166210831,C,Mississippi
11324,"Pachuta, Mississippi",1166210833,C,Mississippi
11325,"Paden, Mississippi",1167456347,Start,Mississippi
11326,"Pascagoula, Mississippi",1178185702,C,Mississippi
11327,"Pass Christian, Mississippi",1154792193,C,Mississippi
11328,"Pearl, Mississippi",1177063812,C,Mississippi
11329,"Pelahatchie, Mississippi",1166211098,Start,Mississippi
11330,"Petal, Mississippi",1149095141,C,Mississippi
11331,"Philadelphia, Mississippi",1165897719,C,Mississippi
11332,"Picayune, Mississippi",1177395530,C,Mississippi
11333,"Pickens, Mississippi",1177263131,GA,Mississippi
11334,"Pittsboro, Mississippi",1167496527,C,Mississippi
11335,"Plantersville, Mississippi",1166229058,Start,Mississippi
11336,"Polkville, Mississippi",1166229173,Start,Mississippi
11337,"Pontotoc, Mississippi",1177812595,C,Mississippi
11338,"Pope, Mississippi",1168110726,Start,Mississippi
11339,"Poplarville, Mississippi",1175764330,C,Mississippi
11340,"Port Gibson, Mississippi",1171660195,GA,Mississippi
11341,"Potts Camp, Mississippi",1166229314,C,Mississippi
11342,"Prentiss, Mississippi",1178405632,C,Mississippi
11343,"Puckett, Mississippi",1167501048,C,Mississippi
11344,"Purvis, Mississippi",1178150820,C,Mississippi
11345,"Quitman, Mississippi",1165899040,C,Mississippi
11346,"Raleigh, Mississippi",1167377046,C,Mississippi
11347,"Raymond, Mississippi",1167174781,C,Mississippi
11348,"Renova, Mississippi",1166229745,C,Mississippi
11349,"Richland, Mississippi",1149069143,C,Mississippi
11350,"Richton, Mississippi",1166229869,Start,Mississippi
11351,"Ridgeland, Mississippi",1174434800,C,Mississippi
11352,"Rienzi, Mississippi",1166229938,Start,Mississippi
11353,"Ripley, Mississippi",1176739171,C,Mississippi
11354,"Rolling Fork, Mississippi",1175378443,GA,Mississippi
11355,"Rosedale, Mississippi",1165900246,C,Mississippi
11356,"Roxie, Mississippi",1166230354,C,Mississippi
11357,"Ruleville, Mississippi",1165900435,GA,Mississippi
11358,"Sallis, Mississippi",1166230608,C,Mississippi
11359,"Saltillo, Mississippi",1160194218,C,Mississippi
11360,"Sandersville, Mississippi",1166230660,GA,Mississippi
11361,"Sardis, Mississippi",1166230728,C,Mississippi
11362,"Satartia, Mississippi",1175056953,GA,Mississippi
11363,"Schlater, Mississippi",1166230790,C,Mississippi
11364,"Scooba, Mississippi",1149069471,C,Mississippi
11365,"Sebastopol, Mississippi",1178492137,C,Mississippi
11366,"Seminary, Mississippi",1177927969,C,Mississippi
11367,"Senatobia, Mississippi",1178892650,C,Mississippi
11368,"Shannon, Mississippi",1166231088,C,Mississippi
11369,"Shaw, Mississippi",1165901460,C,Mississippi
11370,"Shelby, Mississippi",1165901501,C,Mississippi
11371,"Sherman, Mississippi",1166231211,C,Mississippi
11372,"Shubuta, Mississippi",1166231261,C,Mississippi
11373,"Shuqualak, Mississippi",1178022524,C,Mississippi
11374,"Sidon, Mississippi",1166231316,C,Mississippi
11375,"Silver City, Mississippi",1168751027,C,Mississippi
11376,"Silver Creek, Mississippi",1166231353,GA,Mississippi
11377,"Slate Springs, Mississippi",1167672953,C,Mississippi
11378,"Sledge, Mississippi",1166231436,C,Mississippi
11379,"Smithville, Mississippi",1174701419,GA,Mississippi
11380,"Snow Lake Shores, Mississippi",1166231502,GA,Mississippi
11381,"Soso, Mississippi",1149069649,GA,Mississippi
11382,"Southaven, Mississippi",1171680998,C,Mississippi
11383,"Starkville, Mississippi",1178420585,GA,Mississippi
11384,"State Line, Mississippi",1165903081,C,Mississippi
11385,"Stonewall, Mississippi",1166330579,C,Mississippi
11386,"Sturgis, Mississippi",1166330718,C,Mississippi
11387,"Summit, Mississippi",1166330804,C,Mississippi
11388,"Sumner, Mississippi",1167220165,C,Mississippi
11389,"Sumrall, Mississippi",1174516979,GA,Mississippi
11390,"Sunflower, Mississippi",1166330873,Start,Mississippi
11391,"Sylvarena, Mississippi",1167680595,Start,Mississippi
11392,"Taylor, Mississippi",1175851900,Start,Mississippi
11393,"Taylorsville, Mississippi",1166331155,C,Mississippi
11394,"Tchula, Mississippi",1166331165,GA,Mississippi
11395,"Terry, Mississippi",1149069811,C,Mississippi
11396,"Thaxton, Mississippi",1149069816,Start,Mississippi
11397,"Tillatoba, Mississippi",1166331370,Start,Mississippi
11398,"Tishomingo, Mississippi",1149069841,C,Mississippi
11399,"Toccopola, Mississippi",1172520121,Start,Mississippi
11400,"Tremont, Mississippi",1166331563,C,Mississippi
11401,"Tunica, Mississippi",1171097017,C,Mississippi
11402,"Tupelo, Mississippi",1177706007,B,Mississippi
11403,"Tutwiler, Mississippi",1166331785,C,Mississippi
11404,"Tylertown, Mississippi",1166331817,C,Mississippi
11405,"Union, Mississippi",1166331904,Start,Mississippi
11406,"Utica, Mississippi",1149070000,GA,Mississippi
11407,"Vaiden, Mississippi",1166331978,C,Mississippi
11408,"Vardaman, Mississippi",1166664334,C,Mississippi
11409,"Verona, Mississippi",1165906174,Start,Mississippi
11410,"Vicksburg, Mississippi",1178431124,C,Mississippi
11411,"Walls, Mississippi",1166332447,C,Mississippi
11412,"Walnut, Mississippi",1166332471,C,Mississippi
11413,"Walnut Grove, Mississippi",1166332469,C,Mississippi
11414,"Walthall, Mississippi",1167835847,Start,Mississippi
11415,"Water Valley, Mississippi",1165906750,Start,Mississippi
11416,"Waveland, Mississippi",1167494142,GA,Mississippi
11417,"Waynesboro, Mississippi",1165906909,C,Mississippi
11418,"Webb, Mississippi",1166332933,C,Mississippi
11419,"Weir, Mississippi",1166332970,C,Mississippi
11420,"Wesson, Mississippi",1166333051,C,Mississippi
11421,"West, Mississippi",1166333225,GA,Mississippi
11422,"West Point, Mississippi",1178518192,C,Mississippi
11423,"Wiggins, Mississippi",1102130087,Stub,Mississippi
11424,"Winona, Mississippi",1179170186,C,Mississippi
11425,"Winstonville, Mississippi",1166334125,C,Mississippi
11426,"Woodland, Mississippi",1178978321,C,Mississippi
11427,"Woodville, Mississippi",1156885435,C,Mississippi
11428,"Yazoo City, Mississippi",1171172703,C,Mississippi
11429,"Adrian, Missouri",1165506118,C,Missouri
11430,"Advance, Missouri",1178755779,C,Missouri
11431,"Agency, Missouri",1166383903,C,Missouri
11432,"Airport Drive, Missouri",1166384043,C,Missouri
11433,"Alba, Missouri",1165506272,C,Missouri
11434,"Albany, Missouri",1165506290,GA,Missouri
11435,"Aldrich, Missouri",1166384518,C,Missouri
11436,"Alexandria, Missouri",1165506423,C,Missouri
11437,"Allendale, Missouri",1176156840,GA,Missouri
11438,"Allenville, Missouri",1166385066,GA,Missouri
11439,"Alma, Missouri",1165506544,GA,Missouri
11440,"Altamont, Missouri",1166385558,C,Missouri
11441,"Altenburg, Missouri",1171305859,GA,Missouri
11442,"Alton, Missouri",1171327699,GA,Missouri
11443,"Amazonia, Missouri",1166385928,C,Missouri
11444,"Amity, Missouri",1166483322,C,Missouri
11445,"Amoret, Missouri",1165507111,C,Missouri
11446,"Amsterdam, Missouri",1165507119,GA,Missouri
11447,"Anderson, Missouri",1165507172,GA,Missouri
11448,"Annada, Missouri",1166483904,Start,Missouri
11449,"Annapolis, Missouri",1165507274,GA,Missouri
11450,"Anniston, Missouri",1167207780,C,Missouri
11451,"Appleton City, Missouri",1165507342,C,Missouri
11452,"Arbela, Missouri",1166484507,C,Missouri
11453,"Arbyrd, Missouri",1165507367,C,Missouri
11454,"Arcadia, Missouri",1165507396,C,Missouri
11455,"Archie, Missouri",1165507417,GA,Missouri
11456,"Arcola, Missouri",1166484668,C,Missouri
11457,"Argyle, Missouri",1166484880,GA,Missouri
11458,"Arkoe, Missouri",1166502899,GA,Missouri
11459,"Armstrong, Missouri",1165507559,C,Missouri
11460,"Arnold, Missouri",1178854819,GA,Missouri
11461,"Arrow Point, Missouri",1166485417,C,Missouri
11462,"Arrow Rock, Missouri",1166485423,C,Missouri
11463,"Asbury, Missouri",1165507624,C,Missouri
11464,"Ash Grove, Missouri",1165507634,C,Missouri
11465,"Ashburn, Missouri",1166485724,Start,Missouri
11466,"Ashland, Missouri",1178048069,C,Missouri
11467,"Atlanta, Missouri",1178189552,C,Missouri
11468,"Augusta, Missouri",1165508011,C,Missouri
11469,"Aullville, Missouri",1166486923,C,Missouri
11470,"Aurora, Missouri",1165508082,C,Missouri
11471,"Auxvasse, Missouri",1165508124,GA,Missouri
11472,"Ava, Missouri",1165508134,GA,Missouri
11473,"Avilla, Missouri",1155744400,FA,Missouri
11474,"Avondale, Missouri",1165508179,C,Missouri
11475,"Bagnell, Missouri",1165508234,C,Missouri
11476,"Baker, Missouri",1174668650,GA,Missouri
11477,"Bakersfield, Missouri",1166532475,GA,Missouri
11478,"Baldwin Park, Missouri",1166532557,Start,Missouri
11479,"Ballwin, Missouri",1165508301,GA,Missouri
11480,"Baring, Missouri",1172693618,GA,Missouri
11481,"Barnard, Missouri",1165508400,C,Missouri
11482,"Barnett, Missouri",1165508426,GA,Missouri
11483,"Bates City, Missouri",1169053431,C,Missouri
11484,"Battlefield, Missouri",1165508604,C,Missouri
11485,"Bel-Nor, Missouri",1167447148,C,Missouri
11486,"Bel-Ridge, Missouri",1165509003,C,Missouri
11487,"Bell City, Missouri",1165509033,GA,Missouri
11488,"Bella Villa, Missouri",1165509040,Start,Missouri
11489,"Belle, Missouri",1167820226,C,Missouri
11490,"Bellefontaine Neighbors, Missouri",1165509101,C,Missouri
11491,"Bellerive, Missouri",1107147139,Stub,Missouri
11492,"Bellflower, Missouri",1165509171,C,Missouri
11493,"Belton, Missouri",1165509242,C,Missouri
11494,"Benton, Missouri",1165535845,C,Missouri
11495,"Benton City, Missouri",1166608106,GA,Missouri
11496,"Berger, Missouri",1165535958,C,Missouri
11497,"Berkeley, Missouri",1165535967,GA,Missouri
11498,"Bernie, Missouri",1165536015,C,Missouri
11499,"Bertrand, Missouri",1165536042,C,Missouri
11500,"Bethany, Missouri",1179137658,GA,Missouri
11501,"Bethel, Missouri",1166609409,GA,Missouri
11502,"Beverly Hills, Missouri",1165536068,C,Missouri
11503,"Bevier, Missouri",1165536082,C,Missouri
11504,"Big Lake, Missouri",1166610032,C,Missouri
11505,"Bigelow, Missouri",1166610283,C,Missouri
11506,"Billings, Missouri",1165536136,C,Missouri
11507,"Birch Tree, Missouri",1165536163,GA,Missouri
11508,"Birmingham, Missouri",1178209647,C,Missouri
11509,"Bismarck, Missouri",1165536200,C,Missouri
11510,"Black Jack, Missouri",1165536227,C,Missouri
11511,"Blackburn, Missouri",1165536239,C,Missouri
11512,"Blackwater, Missouri",1170478363,GA,Missouri
11513,"Blairstown, Missouri",1165536306,C,Missouri
11514,"Bland, Missouri",1178268570,C,Missouri
11515,"Blodgett, Missouri",1166612028,C,Missouri
11516,"Bloomfield, Missouri",1165536399,GA,Missouri
11517,"Bloomsdale, Missouri",1165536420,C,Missouri
11518,"Blue Eye, Missouri",1175715022,C,Missouri
11519,"Blue Springs, Missouri",1178801374,C,Missouri
11520,"Blythedale, Missouri",1166613632,C,Missouri
11521,"Bogard, Missouri",1165536570,C,Missouri
11522,"Bolckow, Missouri",1165536585,C,Missouri
11523,"Bolivar, Missouri",1166484892,C,Missouri
11524,"Bonne Terre, Missouri",1176221921,GA,Missouri
11525,"Boonville, Missouri",1173806328,C,Missouri
11526,"Bosworth, Missouri",1165536679,C,Missouri
11527,"Bourbon, Missouri",1165536686,C,Missouri
11528,"Bowling Green, Missouri",1177684776,C,Missouri
11529,"Bragg City, Missouri",1165536825,GA,Missouri
11530,"Brandsville, Missouri",1165536866,C,Missouri
11531,"Branson, Missouri",1177192184,C,Missouri
11532,"Branson West, Missouri",1177855143,GA,Missouri
11533,"Brashear, Missouri",1165536885,C,Missouri
11534,"Braymer, Missouri",1165536890,C,Missouri
11535,"Breckenridge, Missouri",1165536923,C,Missouri
11536,"Breckenridge Hills, Missouri",1165536914,Start,Missouri
11537,"Brentwood, Missouri",1165536987,C,Missouri
11538,"Bridgeton, Missouri",1165537086,C,Missouri
11539,"Brimson, Missouri",1166633802,C,Missouri
11540,"Bronaugh, Missouri",1165537244,C,Missouri
11541,"Brookfield, Missouri",1165537272,C,Missouri
11542,"Brooklyn Heights, Missouri",1166634501,Start,Missouri
11543,"Browning, Missouri",1165537407,C,Missouri
11544,"Brownington, Missouri",1166635122,Start,Missouri
11545,"Brumley, Missouri",1166635470,GA,Missouri
11546,"Brunswick, Missouri",1165537473,GA,Missouri
11547,"Bucklin, Missouri",1165537538,C,Missouri
11548,"Buckner, Missouri",1165537544,C,Missouri
11549,"Buffalo, Missouri",1165537596,C,Missouri
11550,"Bull Creek, Missouri",1166636800,C,Missouri
11551,"Bunceton, Missouri",1165537628,C,Missouri
11552,"Bunker, Missouri",1165537640,C,Missouri
11553,"Burgess, Missouri",1166341165,C,Missouri
11554,"Burlington Junction, Missouri",1165537705,C,Missouri
11555,"Butler, Missouri",1165537819,GA,Missouri
11556,"Butterfield, Missouri",1165537838,C,Missouri
11557,"Byrnes Mill, Missouri",1171237677,C,Missouri
11558,"Cabool, Missouri",1165537866,C,Missouri
11559,"Cainsville, Missouri",1165537906,GA,Missouri
11560,"Cairo, Missouri",1166688682,GA,Missouri
11561,"Caledonia, Missouri",1166688916,GA,Missouri
11562,"Calhoun, Missouri",1165537948,C,Missouri
11563,"California, Missouri",1172425147,GA,Missouri
11564,"Callao, Missouri",1165537984,GA,Missouri
11565,"Calverton Park, Missouri",1165538023,GA,Missouri
11566,"Camden, Missouri",1165538064,C,Missouri
11567,"Camden Point, Missouri",1165538057,C,Missouri
11568,"Camdenton, Missouri",1174139840,C,Missouri
11569,"Cameron, Missouri",1166485460,C,Missouri
11570,"Campbell, Missouri",1165538102,C,Missouri
11571,"Canalou, Missouri",1165538146,C,Missouri
11572,"Canton, Missouri",1177685404,GA,Missouri
11573,"Cape Girardeau, Missouri",1177446869,C,Missouri
11574,"Cardwell, Missouri",1165538293,GA,Missouri
11575,"Carl Junction, Missouri",1165538316,C,Missouri
11576,"Carrollton, Missouri",1165538450,C,Missouri
11577,"Carterville, Missouri",1166352270,GA,Missouri
11578,"Carthage, Missouri",1176305937,C,Missouri
11579,"Caruthersville, Missouri",1165538512,C,Missouri
11580,"Carytown, Missouri",1174672699,C,Missouri
11581,"Cassville, Missouri",1165538562,GA,Missouri
11582,"Catron, Missouri",1165538615,C,Missouri
11583,"Cave, Missouri",1170549238,C,Missouri
11584,"Cedar Hill Lakes, Missouri",1166692880,Start,Missouri
11585,"Center, Missouri",1165538800,GA,Missouri
11586,"Centertown, Missouri",1166693614,C,Missouri
11587,"Centerview, Missouri",1165538822,C,Missouri
11588,"Centerville, Missouri",1165538837,C,Missouri
11589,"Centralia, Missouri",1170550158,C,Missouri
11590,"Chaffee, Missouri",1165538928,C,Missouri
11591,"Chain of Rocks, Missouri",1166694004,Start,Missouri
11592,"Chain-O-Lakes, Missouri",1166694009,Start,Missouri
11593,"Chamois, Missouri",1165538950,C,Missouri
11594,"Champ, Missouri",1166694106,C,Missouri
11595,"Charlack, Missouri",1165538997,C,Missouri
11596,"Charleston, Missouri",1165539025,GA,Missouri
11597,"Chesterfield, Missouri",1179260855,C,Missouri
11598,"Chilhowee, Missouri",1154025262,C,Missouri
11599,"Chillicothe, Missouri",1173325942,C,Missouri
11600,"Chula, Missouri",1165539402,C,Missouri
11601,"Clarence, Missouri",1165539497,GA,Missouri
11602,"Clark, Missouri",1179531937,C,Missouri
11603,"Clarksburg, Missouri",1165539554,C,Missouri
11604,"Clarksdale, Missouri",1165539558,C,Missouri
11605,"Clarkson Valley, Missouri",1177302716,C,Missouri
11606,"Clarksville, Missouri",1165539588,GA,Missouri
11607,"Clarkton, Missouri",1165539605,C,Missouri
11608,"Claycomo, Missouri",1177723041,C,Missouri
11609,"Clayton, Missouri",1177256553,C,Missouri
11610,"Clearmont, Missouri",1165644324,C,Missouri
11611,"Cleveland, Missouri",1165644377,GA,Missouri
11612,"Clever, Missouri",1172041400,GA,Missouri
11613,"Cliff Village, Missouri",1166754429,Start,Missouri
11614,"Clifton Hill, Missouri",1165644405,C,Missouri
11615,"Climax Springs, Missouri",1164625631,C,Missouri
11616,"Clinton, Missouri",1166486017,C,Missouri
11617,"Clyde, Missouri",1166755415,C,Missouri
11618,"Cobalt, Missouri",1166755674,Start,Missouri
11619,"Coffey, Missouri",1165644639,C,Missouri
11620,"Cole Camp, Missouri",1165644713,C,Missouri
11621,"Collins, Missouri",1166756622,C,Missouri
11622,"Columbia, Missouri",1175496835,GA,Missouri
11623,"Commerce, Missouri",1165644976,C,Missouri
11624,"Conception Junction, Missouri",1165644997,C,Missouri
11625,"Concordia, Missouri",1165645016,C,Missouri
11626,"Coney Island, Missouri",1166757776,Start,Missouri
11627,"Conway, Missouri",1165645099,C,Missouri
11628,"Cool Valley, Missouri",1165645114,C,Missouri
11629,"Cooter, Missouri",1152537946,C,Missouri
11630,"Corder, Missouri",1165645180,C,Missouri
11631,"Corning, Missouri",1166759452,C,Missouri
11632,"Cosby, Missouri",1166759738,C,Missouri
11633,"Cottleville, Missouri",1165645307,C,Missouri
11634,"Country Club, Missouri",1166766141,Start,Missouri
11635,"Country Club Hills, Missouri",1165645369,C,Missouri
11636,"Country Life Acres, Missouri",1167447237,Start,Missouri
11637,"Cowgill, Missouri",1165645428,C,Missouri
11638,"Craig, Missouri",1165645452,C,Missouri
11639,"Crane, Missouri",1170525373,C,Missouri
11640,"Creighton, Missouri",1165645523,GA,Missouri
11641,"Crestwood, Missouri",1165645581,GA,Missouri
11642,"Creve Coeur, Missouri",1172059512,GA,Missouri
11643,"Crocker, Missouri",1165645646,GA,Missouri
11644,"Cross Timbers, Missouri",1165645690,C,Missouri
11645,"Crystal City, Missouri",1165645749,C,Missouri
11646,"Crystal Lake Park, Missouri",1165645757,C,Missouri
11647,"Crystal Lakes, Missouri",1165645768,Start,Missouri
11648,"Cuba, Missouri",1178404216,GA,Missouri
11649,"Curryville, Missouri",1177685087,GA,Missouri
11650,"Dadeville, Missouri",1166848617,C,Missouri
11651,"Dalton, Missouri",1166848944,GA,Missouri
11652,"Dardenne Prairie, Missouri",1165646163,GA,Missouri
11653,"Darlington, Missouri",1165646177,C,Missouri
11654,"De Kalb, Missouri",1165646303,C,Missouri
11655,"De Soto, Missouri",1172116758,C,Missouri
11656,"De Witt, Missouri",1165646342,C,Missouri
11657,"Dearborn, Missouri",1165646392,C,Missouri
11658,"Deepwater, Missouri",1165646451,C,Missouri
11659,"Deerfield, Missouri",1166850204,C,Missouri
11660,"Dellwood, Missouri",1170105244,C,Missouri
11661,"Delta, Missouri",1165646637,C,Missouri
11662,"Dennis Acres, Missouri",1166850778,Start,Missouri
11663,"Denver, Missouri",1176158187,GA,Missouri
11664,"Des Arc, Missouri",1165646779,C,Missouri
11665,"Des Peres, Missouri",1165646785,GA,Missouri
11666,"Desloge, Missouri",1165646796,C,Missouri
11667,"Dexter, Missouri",1169442585,GA,Missouri
11668,"Diamond, Missouri",1165646850,GA,Missouri
11669,"Diehlstadt, Missouri",1166851496,GA,Missouri
11670,"Diggins, Missouri",1166851522,C,Missouri
11671,"Dixon, Missouri",1165646957,GA,Missouri
11672,"Doniphan, Missouri",1171863081,C,Missouri
11673,"Doolittle, Missouri",1152538217,C,Missouri
11674,"Dover, Missouri",1166853000,GA,Missouri
11675,"Downing, Missouri",1165647142,GA,Missouri
11676,"Drexel, Missouri",1168159626,GA,Missouri
11677,"Dudley, Missouri",1165647288,C,Missouri
11678,"Duenweg, Missouri",1165647292,GA,Missouri
11679,"Duquesne, Missouri",1165647409,C,Missouri
11680,"Eagleville, Missouri",1166855488,C,Missouri
11681,"East Lynne, Missouri",1165647650,C,Missouri
11682,"East Prairie, Missouri",1179240894,GA,Missouri
11683,"Easton, Missouri",1165647720,C,Missouri
11684,"Edgar Springs, Missouri",1165647781,GA,Missouri
11685,"Edgerton, Missouri",1165647810,GA,Missouri
11686,"Edina, Missouri",1165647844,C,Missouri
11687,"Edmundson, Missouri",1165647874,GA,Missouri
11688,"El Dorado Springs, Missouri",1175701268,C,Missouri
11689,"Eldon, Missouri",1174140672,C,Missouri
11690,"Ellington, Missouri",1165650519,C,Missouri
11691,"Ellisville, Missouri",1165650548,GA,Missouri
11692,"Ellsinore, Missouri",1165650553,C,Missouri
11693,"Elmer, Missouri",1165650589,C,Missouri
11694,"Elmira, Missouri",1166994669,C,Missouri
11695,"Elmo, Missouri",1165650591,C,Missouri
11696,"Elsberry, Missouri",1165650622,C,Missouri
11697,"Emerald Beach, Missouri",1166995189,C,Missouri
11698,"Eminence, Missouri",1165650674,C,Missouri
11699,"Emma, Missouri",1165650677,C,Missouri
11700,"Eolia, Missouri",1166996012,GA,Missouri
11701,"Essex, Missouri",1165650832,C,Missouri
11702,"Ethel, Missouri",1165650847,C,Missouri
11703,"Eureka, Missouri",1177241069,GA,Missouri
11704,"Evergreen, Missouri",1168216777,Start,Missouri
11705,"Everton, Missouri",1165650998,GA,Missouri
11706,"Ewing, Missouri",1171351196,C,Missouri
11707,"Excelsior Estates, Missouri",1166997279,C,Missouri
11708,"Excelsior Springs, Missouri",1176116057,GA,Missouri
11709,"Exeter, Missouri",1165651020,GA,Missouri
11710,"Fair Grove, Missouri",1172622586,C,Missouri
11711,"Fair Play, Missouri",1165746545,C,Missouri
11712,"Fairfax, Missouri",1166006520,C,Missouri
11713,"Fairview, Missouri",1165746670,C,Missouri
11714,"Farber, Missouri",1165746728,C,Missouri
11715,"Farley, Missouri",1166998866,GA,Missouri
11716,"Farmington, Missouri",1176874736,C,Missouri
11717,"Fayette, Missouri",1165746806,GA,Missouri
11718,"Fenton, Missouri",1175121794,C,Missouri
11719,"Ferguson, Missouri",1177990033,GA,Missouri
11720,"Ferrelview, Missouri",1177403800,C,Missouri
11721,"Festus, Missouri",1177271751,GA,Missouri
11722,"Fidelity, Missouri",1167014802,C,Missouri
11723,"Fillmore, Missouri",1170700768,C,Missouri
11724,"Fisk, Missouri",1165746935,GA,Missouri
11725,"Fleming, Missouri",1165746962,C,Missouri
11726,"Flemington, Missouri",1167015514,C,Missouri
11727,"Flint Hill, Missouri",1165746974,GA,Missouri
11728,"Flordell Hills, Missouri",1165746988,Start,Missouri
11729,"Florida, Missouri",1167015767,GA,Missouri
11730,"Florissant, Missouri",1177709964,C,Missouri
11731,"Foley, Missouri",1175363724,C,Missouri
11732,"Fordland, Missouri",1165747070,C,Missouri
11733,"Forest City, Missouri",1165747096,C,Missouri
11734,"Foristell, Missouri",1165747151,C,Missouri
11735,"Forsyth, Missouri",1165747174,C,Missouri
11736,"Fortescue, Missouri",1167016718,C,Missouri
11737,"Foster, Missouri",1167016833,C,Missouri
11738,"Fountain N' Lakes, Missouri",1169397330,Start,Missouri
11739,"Frankford, Missouri",1165747312,C,Missouri
11740,"Franklin, Missouri",1176618597,C,Missouri
11741,"Fredericktown, Missouri",1165747375,GA,Missouri
11742,"Freeburg, Missouri",1152538754,C,Missouri
11743,"Freeman, Missouri",1165747400,C,Missouri
11744,"Freistatt, Missouri",1167018013,C,Missouri
11745,"Fremont Hills, Missouri",1165747423,C,Missouri
11746,"Frohna, Missouri",1165747462,C,Missouri
11747,"Frontenac, Missouri",1165747467,C,Missouri
11748,"Fulton, Missouri",1177779933,C,Missouri
11749,"Gainesville, Missouri",1165747557,C,Missouri
11750,"Galena, Missouri",1178134171,C,Missouri
11751,"Gallatin, Missouri",1165747588,GA,Missouri
11752,"Galt, Missouri",1165747612,C,Missouri
11753,"Garden City, Missouri",1175276165,GA,Missouri
11754,"Gasconade, Missouri",1168176298,C,Missouri
11755,"Gentry, Missouri",1167020163,C,Missouri
11756,"Gerald, Missouri",1165747877,GA,Missouri
11757,"Gerster, Missouri",1167020455,C,Missouri
11758,"Gibbs, Missouri",1167020555,C,Missouri
11759,"Gideon, Missouri",1165747939,C,Missouri
11760,"Gilliam, Missouri",1165747977,C,Missouri
11761,"Gilman City, Missouri",1165747988,GA,Missouri
11762,"Ginger Blue, Missouri",1167020976,Start,Missouri
11763,"Gladstone, Missouri",1172833436,C,Missouri
11764,"Glasgow, Missouri",1175867635,GA,Missouri
11765,"Glen Allen, Missouri",1167021222,C,Missouri
11766,"Glen Echo Park, Missouri",1167021245,C,Missouri
11767,"Glenaire, Missouri",1165748049,C,Missouri
11768,"Glendale, Missouri",1169393837,GA,Missouri
11769,"Glenwood, Missouri",1167124925,C,Missouri
11770,"Golden City, Missouri",1165748171,C,Missouri
11771,"Goodman, Missouri",1165748221,C,Missouri
11772,"Goodnight, Missouri",1177820020,Start,Missouri
11773,"Gordonville, Missouri",1167125771,C,Missouri
11774,"Goss, Missouri",1167992220,Stub,Missouri
11775,"Gower, Missouri",1165748294,C,Missouri
11776,"Graham, Missouri",1174022731,C,Missouri
11777,"Grain Valley, Missouri",1165748364,C,Missouri
11778,"Granby, Missouri",1165748386,C,Missouri
11779,"Grand Falls Plaza, Missouri",1167126296,Start,Missouri
11780,"Grand Pass, Missouri",1167126346,C,Missouri
11781,"Grandin, Missouri",1165748441,C,Missouri
11782,"Grandview, Missouri",1168675437,C,Missouri
11783,"Granger, Missouri",1167126687,C,Missouri
11784,"Grant City, Missouri",1165748523,C,Missouri
11785,"Grantwood Village, Missouri",1167127151,C,Missouri
11786,"Gravois Mills, Missouri",1167127392,GA,Missouri
11787,"Green City, Missouri",1165748621,GA,Missouri
11788,"Green Park, Missouri",1165748633,C,Missouri
11789,"Green Ridge, Missouri",1165748642,C,Missouri
11790,"Greencastle, Missouri",1165748680,GA,Missouri
11791,"Greendale, Missouri",1165748686,C,Missouri
11792,"Greenfield, Missouri",1165748714,C,Missouri
11793,"Greentop, Missouri",1165748743,C,Missouri
11794,"Greenville, Missouri",1165748760,C,Missouri
11795,"Greenwood, Missouri",1177327432,C,Missouri
11796,"Guilford, Missouri",1167129262,GA,Missouri
11797,"Gunn City, Missouri",1167129388,C,Missouri
11798,"Hale, Missouri",1165749002,Start,Missouri
11799,"Halfway, Missouri",1167130180,Start,Missouri
11800,"Hallsville, Missouri",1172170680,C,Missouri
11801,"Halltown, Missouri",1167130342,C,Missouri
